iShares Russell 1000 ETF
Fund Holdings as of,"Apr 02, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"APA","APA CORP","Energy","Equity","10,483,388.68","0.02","10,483,388.68","249,367.00","42.04","United States","NASDAQ","USD","1.00","USD","-"
"ALAB","ASTERA LABS INC","Information Technology","Equity","10,475,830.20","0.02","10,475,830.20","89,430.00","117.14","United States","NASDAQ","USD","1.00","USD","-"
"SGI","SOMNIGROUP INTERNATIONAL INC","Consumer Discretionary","Equity","10,442,779.20","0.02","10,442,779.20","143,248.00","72.90","United States","NYSE","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","10,400,256.16","0.02","10,400,256.16","83,282.00","124.88","United States","NYSE","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","10,347,854.16","0.02","10,347,854.16","54,328.00","190.47","United States","NYSE","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","10,330,196.80","0.02","10,330,196.80","30,560.00","338.03","United States","NYSE","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","10,307,017.02","0.02","10,307,017.02","104,842.00","98.31","United States","NYSE","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","10,266,225.84","0.02","10,266,225.84","22,581.00","454.64","United States","NYSE","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","10,243,464.00","0.02","10,243,464.00","83,145.00","123.20","United States","NASDAQ","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","10,218,341.52","0.02","10,218,341.52","149,544.00","68.33","United States","NASDAQ","USD","1.00","USD","-"
"MDLN","MEDLINE INC CLASS A","Health Care","Equity","10,207,824.12","0.02","10,207,824.12","230,529.00","44.28","United States","NASDAQ","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE INC","Real Estate","Equity","10,188,710.55","0.02","10,188,710.55","33,291.00","306.05","United States","NYSE","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","10,182,606.09","0.02","10,182,606.09","49,839.00","204.31","United States","NASDAQ","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","10,145,336.97","0.02","10,145,336.97","98,051.00","103.47","United States","NYSE","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","10,124,895.64","0.02","10,124,895.64","54,167.00","186.92","United States","NYSE","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","10,047,525.90","0.02","10,047,525.90","38,189.00","263.10","United States","NASDAQ","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","9,999,533.28","0.02","9,999,533.28","668,418.00","14.96","United States","NYSE","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","9,944,119.30","0.02","9,944,119.30","117,515.00","84.62","United States","NYSE","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","9,940,358.96","0.02","9,940,358.96","115,828.00","85.82","United States","NYSE","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","9,929,021.04","0.02","9,929,021.04","48,729.00","203.76","United States","NYSE","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","9,878,251.92","0.02","9,878,251.92","140,776.00","70.17","United States","NASDAQ","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","9,853,747.92","0.02","9,853,747.92","128,004.00","76.98","United States","NASDAQ","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","9,850,230.40","0.02","9,850,230.40","71,090.00","138.56","United States","NASDAQ","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","9,803,278.76","0.02","9,803,278.76","114,404.00","85.69","United States","NYSE","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","9,795,927.15","0.02","9,795,927.15","35,307.00","277.45","United States","NYSE","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","9,797,653.86","0.02","9,797,653.86","29,954.00","327.09","United States","NYSE","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","9,764,102.79","0.02","9,764,102.79","29,489.00","331.11","United States","NYSE","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","9,624,755.91","0.02","9,624,755.91","32,043.00","300.37","United States","NYSE","USD","1.00","USD","-"
"DTM","DT MIDSTREAM INC","Energy","Equity","9,614,246.96","0.02","9,614,246.96","71,716.00","134.06","United States","NYSE","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","9,568,046.92","0.02","9,568,046.92","46,637.00","205.16","United States","NYSE","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","9,535,936.48","0.02","9,535,936.48","137,564.00","69.32","United States","NYSE","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","9,451,940.81","0.02","9,451,940.81","55,123.00","171.47","United States","NYSE","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","9,386,099.40","0.02","9,386,099.40","26,970.00","348.02","United States","NYSE","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","9,377,517.45","0.02","9,377,517.45","153,755.00","60.99","United States","NYSE","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","9,363,263.42","0.02","9,363,263.42","38,426.00","243.67","United States","NASDAQ","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","9,308,856.15","0.02","9,308,856.15","116,085.00","80.19","United States","NASDAQ","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","9,291,264.18","0.02","9,291,264.18","485,437.00","19.14","United States","NASDAQ","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","9,264,828.47","0.02","9,264,828.47","68,209.00","135.83","United States","NYSE","USD","1.00","USD","-"
"VIK","VIKING HOLDINGS","Consumer Discretionary","Equity","9,250,590.80","0.02","9,250,590.80","123,671.00","74.80","United States","NYSE","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","9,246,371.58","0.02","9,246,371.58","94,293.00","98.06","United States","NYSE","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR CORP","Information Technology","Equity","9,231,478.06","0.02","9,231,478.06","97,153.00","95.02","United States","NASDAQ","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","9,216,905.12","0.02","9,216,905.12","109,712.00","84.01","United States","NYSE","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","9,157,050.00","0.02","9,157,050.00","203,490.00","45.00","United States","NYSE","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","9,125,179.02","0.02","9,125,179.02","24,642.00","370.31","United States","NYSE","USD","1.00","USD","-"
"FIVE","FIVE BELOW INC","Consumer Discretionary","Equity","9,114,771.58","0.02","9,114,771.58","38,722.00","235.39","United States","NASDAQ","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Financials","Equity","9,062,766.70","0.02","9,062,766.70","103,610.00","87.47","United States","NYSE","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","9,041,066.82","0.02","9,041,066.82","59,958.00","150.79","United States","NYSE","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","9,028,418.00","0.02","9,028,418.00","68,605.00","131.60","United States","NASDAQ","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","8,974,071.70","0.02","8,974,071.70","15,590.00","575.63","United States","NYSE","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","8,974,183.35","0.02","8,974,183.35","193,785.00","46.31","United States","NASDAQ","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","8,954,060.08","0.02","8,954,060.08","99,313.00","90.16","United States","NASDAQ","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","8,898,196.06","0.02","8,898,196.06","87,979.00","101.14","United States","NYSE","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","8,899,361.62","0.02","8,899,361.62","119,986.00","74.17","United States","NYSE","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","8,847,019.40","0.02","8,847,019.40","90,590.00","97.66","United States","NASDAQ","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","8,834,823.00","0.02","8,834,823.00","136,974.00","64.50","United States","NYSE","USD","1.00","USD","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","8,816,683.45","0.02","8,816,683.45","36,035.00","244.67","United States","NYSE","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","8,816,936.37","0.02","8,816,936.37","192,973.00","45.69","United States","NYSE","USD","1.00","USD","-"
"PEN","PENUMBRA INC","Health Care","Equity","8,816,978.04","0.02","8,816,978.04","26,689.00","330.36","United States","NYSE","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","8,808,338.90","0.02","8,808,338.90","180,314.00","48.85","United States","NYSE","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","8,805,451.04","0.02","8,805,451.04","148,942.00","59.12","United States","NYSE","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","8,796,530.36","0.02","8,796,530.36","89,788.00","97.97","United States","NYSE","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","8,765,624.46","0.02","8,765,624.46","149,533.00","58.62","United States","NASDAQ","USD","1.00","USD","-"
"QXO","QXO INC","Industrials","Equity","8,722,267.29","0.02","8,722,267.29","458,343.00","19.03","United States","NYSE","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","8,676,712.20","0.02","8,676,712.20","84,486.00","102.70","United States","NYSE","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","8,662,801.17","0.02","8,662,801.17","47,083.00","183.99","United States","NYSE","USD","1.00","USD","-"
"SOLS","SOLSTICE ADVANCED MATERIALS INC","Materials","Equity","8,638,898.90","0.02","8,638,898.90","113,045.00","76.42","United States","NASDAQ","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","8,625,660.03","0.02","8,625,660.03","134,797.00","63.99","United States","NYSE","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","8,627,856.30","0.02","8,627,856.30","185,346.00","46.55","United States","NASDAQ","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","8,616,302.64","0.02","8,616,302.64","325,512.00","26.47","United States","NYSE","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","8,618,012.00","0.02","8,618,012.00","44,944.00","191.75","United States","NYSE","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","8,567,926.89","0.02","8,567,926.89","302,433.00","28.33","United States","NASDAQ","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","8,560,577.98","0.02","8,560,577.98","192,719.00","44.42","United States","NASDAQ","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","8,528,771.72","0.02","8,528,771.72","82,997.00","102.76","United States","NYSE","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","8,521,293.54","0.02","8,521,293.54","60,409.00","141.06","United States","NYSE","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","8,508,278.40","0.02","8,508,278.40","76,845.00","110.72","United States","NYSE","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","8,457,849.40","0.02","8,457,849.40","549,211.00","15.40","United States","NASDAQ","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","8,448,573.78","0.02","8,448,573.78","363,849.00","23.22","United States","NASDAQ","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","8,423,425.36","0.02","8,423,425.36","99,368.00","84.77","United States","NYSE","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","8,387,662.00","0.02","8,387,662.00","191,150.00","43.88","United States","NASDAQ","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","8,361,249.36","0.02","8,361,249.36","22,548.00","370.82","United States","NASDAQ","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","8,293,559.04","0.02","8,293,559.04","201,888.00","41.08","United States","NYSE","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","8,285,171.25","0.02","8,285,171.25","204,825.00","40.45","United States","NYSE","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","8,288,942.20","0.02","8,288,942.20","48,587.00","170.60","United States","NASDAQ","USD","1.00","USD","-"
"FHN","FIRST HORIZON CORP","Financials","Equity","8,257,666.38","0.02","8,257,666.38","356,241.00","23.18","United States","NYSE","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","8,243,133.12","0.02","8,243,133.12","52,344.00","157.48","United States","NASDAQ","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","8,221,775.10","0.02","8,221,775.10","52,086.00","157.85","United States","NYSE","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","8,212,839.48","0.02","8,212,839.48","109,812.00","74.79","United States","NASDAQ","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","8,209,537.28","0.02","8,209,537.28","117,632.00","69.79","United States","NYSE","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","8,195,887.71","0.02","8,195,887.71","155,137.00","52.83","United States","NYSE","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","8,191,322.61","0.02","8,191,322.61","216,759.00","37.79","United States","NYSE","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","8,167,775.58","0.02","8,167,775.58","30,054.00","271.77","United States","NYSE","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","8,123,544.80","0.02","8,123,544.80","491,740.00","16.52","United States","NYSE","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","8,118,126.48","0.02","8,118,126.48","234,357.00","34.64","United States","NYSE","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","8,066,596.80","0.02","8,066,596.80","56,568.00","142.60","United States","NYSE","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","8,057,127.36","0.02","8,057,127.36","117,984.00","68.29","United States","NASDAQ","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","8,010,814.04","0.02","8,010,814.04","62,761.00","127.64","United States","NASDAQ","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","8,002,851.52","0.02","8,002,851.52","346,744.00","23.08","United States","NYSE","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","7,994,586.60","0.02","7,994,586.60","787,644.00","10.15","United States","NASDAQ","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","7,970,618.03","0.02","7,970,618.03","94,093.00","84.71","United States","NYSE","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","7,953,596.29","0.02","7,953,596.29","97,387.00","81.67","United States","NYSE","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","7,950,702.76","0.02","7,950,702.76","40,964.00","194.09","United States","NYSE","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","7,928,091.50","0.02","7,928,091.50","210,350.00","37.69","United States","NYSE","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","7,921,490.95","0.02","7,921,490.95","186,169.00","42.55","United States","NYSE","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","7,901,905.44","0.02","7,901,905.44","198,341.00","39.84","United States","NYSE","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","7,887,740.16","0.02","7,887,740.16","340,576.00","23.16","United States","NASDAQ","USD","1.00","USD","-"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Health Care","Equity","7,842,178.60","0.02","7,842,178.60","41,948.00","186.95","United States","NASDAQ","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","7,843,281.34","0.02","7,843,281.34","40,286.00","194.69","United States","NASDAQ","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","7,837,050.42","0.02","7,837,050.42","105,806.00","74.07","United States","NYSE","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","7,834,403.14","0.02","7,834,403.14","15,721.00","498.34","United States","NASDAQ","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","7,829,286.30","0.02","7,829,286.30","25,674.00","304.95","United States","NYSE","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","7,740,590.90","0.02","7,740,590.90","35,465.00","218.26","United States","NYSE","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","7,707,535.44","0.02","7,707,535.44","76,494.00","100.76","United States","NYSE","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","7,696,893.48","0.02","7,696,893.48","47,226.00","162.98","United States","NASDAQ","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","7,640,054.10","0.02","7,640,054.10","420,245.00","18.18","United States","NYSE","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","7,570,442.88","0.02","7,570,442.88","110,292.00","68.64","United States","NYSE","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION INC","Information Technology","Equity","7,482,986.07","0.02","7,482,986.07","34,719.00","215.53","United States","NYSE","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","7,476,090.00","0.02","7,476,090.00","181,900.00","41.10","United States","NASDAQ","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","7,405,322.28","0.02","7,405,322.28","83,262.00","88.94","United States","NYSE","USD","1.00","USD","-"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Health Care","Equity","7,398,982.50","0.02","7,398,982.50","133,315.00","55.50","United States","NASDAQ","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","7,347,292.21","0.02","7,347,292.21","36,223.00","202.84","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","7,321,285.40","0.02","7,321,285.40","511,978.00","14.30","United States","NYSE","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","7,301,003.89","0.02","7,301,003.89","386,501.00","18.89","United States","NASDAQ","USD","1.00","USD","-"
"CRCL","CIRCLE INTERNET GROUP INC CLASS A","Information Technology","Equity","7,292,737.22","0.02","7,292,737.22","80,797.00","90.26","United States","NYSE","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","7,256,833.20","0.02","7,256,833.20","112,248.00","64.65","United States","NYSE","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","7,235,294.00","0.02","7,235,294.00","166,520.00","43.45","United States","NYSE","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrials","Equity","7,215,712.56","0.02","7,215,712.56","27,013.00","267.12","United States","NYSE","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","7,188,167.40","0.02","7,188,167.40","20,140.00","356.91","United States","NYSE","USD","1.00","USD","-"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","7,161,494.18","0.02","7,161,494.18","221,993.00","32.26","United States","NYSE","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","7,139,703.18","0.02","7,139,703.18","85,886.00","83.13","United States","NYSE","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","7,074,637.16","0.02","7,074,637.16","145,091.00","48.76","United States","NYSE","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","7,029,003.33","0.02","7,029,003.33","82,471.00","85.23","United States","NYSE","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","7,013,928.60","0.02","7,013,928.60","318,092.00","22.05","United States","NASDAQ","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","7,001,213.56","0.02","7,001,213.56","240,757.00","29.08","United States","NYSE","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","6,993,244.72","0.02","6,993,244.72","79,541.00","87.92","United States","NYSE","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","6,972,813.20","0.02","6,972,813.20","136,856.00","50.95","United States","NYSE","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT INC","Real Estate","Equity","6,973,807.74","0.02","6,973,807.74","37,014.00","188.41","United States","NYSE","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","6,958,521.89","0.02","6,958,521.89","72,887.00","95.47","United States","NYSE","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","6,941,540.94","0.02","6,941,540.94","59,299.00","117.06","United States","NYSE","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","6,896,954.40","0.02","6,896,954.40","39,032.00","176.70","United States","NYSE","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","6,893,498.92","0.02","6,893,498.92","142,516.00","48.37","United States","NASDAQ","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","6,884,494.32","0.02","6,884,494.32","113,381.00","60.72","United States","NYSE","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","6,884,601.36","0.02","6,884,601.36","50,008.00","137.67","United States","NYSE","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","6,789,442.77","0.02","6,789,442.77","46,027.00","147.51","United States","NYSE","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","6,785,258.69","0.02","6,785,258.69","69,671.00","97.39","United States","NYSE","USD","1.00","USD","-"
"FLS","FLOWSERVE CORP","Industrials","Equity","6,774,910.56","0.02","6,774,910.56","90,044.00","75.24","United States","NYSE","USD","1.00","USD","-"
"GME","GAMESTOP CORP CLASS A","Consumer Discretionary","Equity","6,754,941.12","0.02","6,754,941.12","289,167.00","23.36","United States","NYSE","USD","1.00","USD","-"
"SSB","SOUTHSTATE BANK CORP","Financials","Equity","6,672,399.41","0.02","6,672,399.41","71,051.00","93.91","United States","NYSE","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","6,657,749.67","0.02","6,657,749.67","104,731.00","63.57","United States","NYSE","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","6,629,943.60","0.02","6,629,943.60","271,719.00","24.40","United States","NASDAQ","USD","1.00","USD","-"
"SAIA","SAIA INC","Industrials","Equity","6,603,070.64","0.02","6,603,070.64","18,638.00","354.28","United States","NASDAQ","USD","1.00","USD","-"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","6,603,085.20","0.02","6,603,085.20","620,008.00","10.65","United States","NYSE","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","6,556,732.80","0.02","6,556,732.80","46,968.00","139.60","United States","NASDAQ","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","6,541,200.89","0.02","6,541,200.89","161,951.00","40.39","United States","NYSE","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","6,501,607.20","0.02","6,501,607.20","70,136.00","92.70","United States","NYSE","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","6,470,619.68","0.02","6,470,619.68","60,592.00","106.79","United States","NYSE","USD","1.00","USD","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","6,444,007.60","0.01","6,444,007.60","109,966.00","58.60","United States","NYSE","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","6,351,981.36","0.01","6,351,981.36","109,272.00","58.13","United States","NASDAQ","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","6,341,989.40","0.01","6,341,989.40","219,446.00","28.90","United States","NYSE","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","6,320,672.76","0.01","6,320,672.76","261,834.00","24.14","United States","NYSE","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","6,312,615.12","0.01","6,312,615.12","59,643.00","105.84","United States","NYSE","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","6,282,588.82","0.01","6,282,588.82","45,922.00","136.81","United States","NASDAQ","USD","1.00","USD","-"
"VNOM","VIPER ENERGY INC CLASS A","Energy","Equity","6,164,570.79","0.01","6,164,570.79","132,657.00","46.47","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","6,157,605.60","0.01","6,157,605.60","27,045.00","227.68","United States","NYSE","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","6,134,203.84","0.01","6,134,203.84","58,768.00","104.38","United States","NYSE","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","6,109,046.46","0.01","6,109,046.46","81,378.00","75.07","United States","NYSE","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","6,082,350.00","0.01","6,082,350.00","76,875.00","79.12","United States","NYSE","USD","1.00","USD","-"
"MUSA","MURPHY USA INC","Consumer Discretionary","Equity","6,083,682.69","0.01","6,083,682.69","12,109.00","502.41","United States","NYSE","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","6,074,319.30","0.01","6,074,319.30","46,830.00","129.71","United States","NYSE","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","6,044,848.68","0.01","6,044,848.68","362,401.00","16.68","United States","NYSE","USD","1.00","USD","-"
