iShares Russell 1000 ETF
Fund Holdings as of,"Apr 02, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"JBL","JABIL INC","Information Technology","Equity","20,071,427.00","0.05","20,071,427.00","74,740.00","268.55","United States","NYSE","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","19,951,585.64","0.05","19,951,585.64","388,844.00","51.31","United States","NYSE","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","19,950,762.12","0.05","19,950,762.12","149,042.00","133.86","United States","NYSE","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","19,882,022.46","0.05","19,882,022.46","270,651.00","73.46","United States","NYSE","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","19,722,025.26","0.05","19,722,025.26","96,027.00","205.38","United States","NYSE","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","19,659,270.40","0.05","19,659,270.40","68,110.00","288.64","United States","NASDAQ","USD","1.00","USD","-"
"NTRA","NATERA INC","Health Care","Equity","19,576,949.42","0.05","19,576,949.42","94,129.00","207.98","United States","NASDAQ","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","19,540,051.28","0.05","19,540,051.28","26,284.00","743.42","United States","NASDAQ","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","19,200,478.25","0.04","19,200,478.25","134,977.00","142.25","United States","NASDAQ","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","19,088,185.20","0.04","19,088,185.20","138,180.00","138.14","United States","NYSE","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","18,951,522.00","0.04","18,951,522.00","38,344.00","494.25","United States","NYSE","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","18,777,403.20","0.04","18,777,403.20","83,344.00","225.30","United States","NASDAQ","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","18,763,146.57","0.04","18,763,146.57","307,643.00","60.99","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","18,744,339.08","0.04","18,744,339.08","156,542.00","119.74","United States","NYSE","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","18,653,411.70","0.04","18,653,411.70","14,805.00","1,259.94","United States","NYSE","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","18,618,446.29","0.04","18,618,446.29","268,007.00","69.47","United States","NYSE","USD","1.00","USD","-"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","18,602,660.44","0.04","18,602,660.44","242,918.00","76.58","Canada","NYSE","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","18,489,113.72","0.04","18,489,113.72","104,258.00","177.34","United States","NASDAQ","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","18,490,594.40","0.04","18,490,594.40","106,280.00","173.98","United States","NYSE","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","18,475,395.84","0.04","18,475,395.84","534,589.00","34.56","United States","NYSE","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","18,329,397.80","0.04","18,329,397.80","99,035.00","185.08","United States","NASDAQ","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","18,269,798.47","0.04","18,269,798.47","18,269,798.00","100.00","United States","-","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","18,225,390.24","0.04","18,225,390.24","41,026.00","444.24","United States","NYSE","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","18,197,517.44","0.04","18,197,517.44","26,188.00","694.88","United States","NYSE","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","18,183,003.23","0.04","18,183,003.23","265,097.00","68.59","United States","NASDAQ","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","18,124,888.32","0.04","18,124,888.32","16,632.00","1,089.76","United States","NYSE","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","18,069,615.45","0.04","18,069,615.45","290,555.00","62.19","United States","NASDAQ","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","18,033,377.40","0.04","18,033,377.40","126,817.00","142.20","United States","NYSE","USD","1.00","USD","-"
"CPNG","COUPANG INC CLASS A","Consumer Discretionary","Equity","17,634,055.15","0.04","17,634,055.15","930,557.00","18.95","United States","NYSE","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","17,591,028.00","0.04","17,591,028.00","112,944.00","155.75","United States","NYSE","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","17,530,576.80","0.04","17,530,576.80","97,284.00","180.20","United States","NASDAQ","USD","1.00","USD","-"
"FTAI","FTAI AVIATION LTD","Industrials","Equity","17,519,548.41","0.04","17,519,548.41","72,189.00","242.69","United States","NASDAQ","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","17,432,027.07","0.04","17,432,027.07","376,583.00","46.29","United States","NYSE","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","17,410,843.10","0.04","17,410,843.10","109,910.00","158.41","United States","NASDAQ","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","17,309,599.26","0.04","17,309,599.26","148,542.00","116.53","United States","NYSE","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","17,294,049.00","0.04","17,294,049.00","277,950.00","62.22","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","17,205,078.24","0.04","17,205,078.24","32,016.00","537.39","United States","NASDAQ","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","17,070,145.80","0.04","17,070,145.80","228,180.00","74.81","United States","NYSE","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","17,021,114.16","0.04","17,021,114.16","30,136.00","564.81","United States","NASDAQ","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","16,977,759.06","0.04","16,977,759.06","216,057.00","78.58","United States","NYSE","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","16,924,781.72","0.04","16,924,781.72","247,366.00","68.42","United States","NYSE","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","16,800,259.68","0.04","16,800,259.68","161,712.00","103.89","United States","NASDAQ","USD","1.00","USD","-"
"MKL","MARKEL GROUP INC","Financials","Equity","16,731,912.78","0.04","16,731,912.78","8,811.00","1,898.98","United States","NYSE","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","16,730,333.46","0.04","16,730,333.46","100,773.00","166.02","United States","NYSE","USD","1.00","USD","-"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Equity","16,715,696.40","0.04","16,715,696.40","56,920.00","293.67","United States","NASDAQ","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","16,628,453.84","0.04","16,628,453.84","161,066.00","103.24","United States","NYSE","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","16,562,470.12","0.04","16,562,470.12","377,966.00","43.82","United States","NASDAQ","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","16,372,980.26","0.04","16,372,980.26","139,594.00","117.29","United States","NYSE","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","16,356,527.69","0.04","16,356,527.69","617,927.00","26.47","United States","NYSE","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","16,280,318.16","0.04","16,280,318.16","59,478.00","273.72","United States","NYSE","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","16,218,777.54","0.04","16,218,777.54","269,102.00","60.27","United States","NYSE","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","16,172,487.42","0.04","16,172,487.42","82,374.00","196.33","United States","NYSE","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","16,158,503.16","0.04","16,158,503.16","80,583.00","200.52","United States","NYSE","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","16,143,608.13","0.04","16,143,608.13","339,937.00","47.49","United States","NYSE","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","15,871,500.45","0.04","15,871,500.45","170,937.00","92.85","United States","NYSE","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","15,829,445.71","0.04","15,829,445.71","86,789.00","182.39","United States","NYSE","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","15,821,599.98","0.04","15,821,599.98","79,899.00","198.02","United States","NYSE","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","15,760,869.54","0.04","15,760,869.54","42,393.00","371.78","United States","NASDAQ","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","15,726,021.77","0.04","15,726,021.77","59,879.00","262.63","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","15,670,067.96","0.04","15,670,067.96","76,799.00","204.04","United States","NASDAQ","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","15,636,128.36","0.04","15,636,128.36","189,851.00","82.36","United States","NASDAQ","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","15,536,171.65","0.04","15,536,171.65","59,789.00","259.85","United States","NASDAQ","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","15,529,452.51","0.04","15,529,452.51","176,451.00","88.01","United States","NYSE","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","15,274,828.80","0.04","15,274,828.80","101,024.00","151.20","United States","NYSE","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","15,219,758.38","0.04","15,219,758.38","85,586.00","177.83","United States","NYSE","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","15,192,034.02","0.04","15,192,034.02","69,462.00","218.71","United States","NYSE","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","15,120,767.25","0.04","15,120,767.25","83,925.00","180.17","United States","NYSE","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","14,858,123.48","0.03","14,858,123.48","137,017.00","108.44","United States","NASDAQ","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","14,823,321.15","0.03","14,823,321.15","83,235.00","178.09","United States","NYSE","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","14,796,794.76","0.03","14,796,794.76","45,012.00","328.73","United States","NYSE","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","14,777,515.00","0.03","14,777,515.00","43,948.00","336.25","United States","NYSE","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","14,728,187.46","0.03","14,728,187.46","163,338.00","90.17","United States","NASDAQ","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","14,661,127.65","0.03","14,661,127.65","141,859.00","103.35","United States","NASDAQ","USD","1.00","USD","-"
"ASTS","AST SPACEMOBILE INC CLASS A","Communication","Equity","14,500,957.68","0.03","14,500,957.68","156,564.00","92.62","United States","NASDAQ","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","14,489,601.94","0.03","14,489,601.94","368,786.00","39.29","United States","NYSE","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","14,379,421.60","0.03","14,379,421.60","180,646.00","79.60","United States","NYSE","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","14,372,342.54","0.03","14,372,342.54","110,582.00","129.97","United States","NYSE","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","14,349,069.36","0.03","14,349,069.36","90,348.00","158.82","United States","NYSE","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","14,338,037.61","0.03","14,338,037.61","159,471.00","89.91","United States","NYSE","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","14,238,430.26","0.03","14,238,430.26","48,539.00","293.34","United States","NYSE","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","14,196,661.54","0.03","14,196,661.54","379,387.00","37.42","United States","NYSE","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","14,160,775.58","0.03","14,160,775.58","97,118.00","145.81","United States","NYSE","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","14,149,408.00","0.03","14,149,408.00","55,900.00","253.12","United States","NASDAQ","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","14,062,810.08","0.03","14,062,810.08","83,787.00","167.84","United States","NASDAQ","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","14,049,758.24","0.03","14,049,758.24","71,932.00","195.32","United States","NASDAQ","USD","1.00","USD","-"
"ATI","ATI INC","Industrials","Equity","14,047,007.37","0.03","14,047,007.37","95,799.00","146.63","United States","NYSE","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","13,924,864.90","0.03","13,924,864.90","154,549.00","90.10","United States","NASDAQ","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","13,911,934.08","0.03","13,911,934.08","109,216.00","127.38","United States","NASDAQ","USD","1.00","USD","-"
"PSTG","EVERPURE INC CLASS A","Information Technology","Equity","13,852,628.24","0.03","13,852,628.24","221,713.00","62.48","United States","NYSE","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","13,797,631.38","0.03","13,797,631.38","64,181.00","214.98","United States","NYSE","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","13,788,428.59","0.03","13,788,428.59","605,021.00","22.79","United States","NASDAQ","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","13,743,312.36","0.03","13,743,312.36","671,388.00","20.47","United States","NYSE","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","13,670,751.80","0.03","13,670,751.80","862,508.00","15.85","United States","NASDAQ","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","13,668,054.34","0.03","13,668,054.34","133,438.00","102.43","United States","NYSE","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","13,545,800.25","0.03","13,545,800.25","205,395.00","65.95","United States","NYSE","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","13,536,056.00","0.03","13,536,056.00","163,400.00","82.84","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","13,511,425.80","0.03","13,511,425.80","297,085.00","45.48","United States","NYSE","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","13,459,766.97","0.03","13,459,766.97","277,121.00","48.57","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","13,450,419.36","0.03","13,450,419.36","36,792.00","365.58","United States","NYSE","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","13,361,211.24","0.03","13,361,211.24","113,269.00","117.96","United States","NYSE","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY CORP","Industrials","Equity","13,354,797.61","0.03","13,354,797.61","34,111.00","391.51","United States","NYSE","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","13,341,740.72","0.03","13,341,740.72","82,904.00","160.93","United States","NYSE","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","13,302,919.95","0.03","13,302,919.95","182,607.00","72.85","United States","NASDAQ","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","13,205,367.89","0.03","13,205,367.89","184,613.00","71.53","United States","NYSE","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","13,169,729.61","0.03","13,169,729.61","181,827.00","72.43","United States","NYSE","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","13,126,459.72","0.03","13,126,459.72","149,402.00","87.86","United States","NASDAQ","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","13,119,749.55","0.03","13,119,749.55","100,189.00","130.95","United States","NYSE","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","13,068,493.61","0.03","13,068,493.61","59,459.00","219.79","United States","NASDAQ","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","13,036,305.26","0.03","13,036,305.26","121,054.00","107.69","United States","NYSE","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","13,003,863.73","0.03","13,003,863.73","666,523.00","19.51","United States","NYSE","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","12,986,341.62","0.03","12,986,341.62","373,278.00","34.79","United States","NYSE","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","12,888,038.80","0.03","12,888,038.80","50,581.00","254.80","United States","NYSE","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","12,879,589.80","0.03","12,879,589.80","130,970.00","98.34","Canada","NYSE","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","12,873,591.72","0.03","12,873,591.72","322,404.00","39.93","United States","NYSE","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","12,825,669.68","0.03","12,825,669.68","141,112.00","90.89","United States","NYSE","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","12,813,218.22","0.03","12,813,218.22","1,923.00","6,663.14","United States","NYSE","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","12,795,106.80","0.03","12,795,106.80","62,580.00","204.46","United States","NYSE","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","12,770,823.37","0.03","12,770,823.37","197,599.00","64.63","United States","NYSE","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","12,656,190.48","0.03","12,656,190.48","225,681.00","56.08","United States","NYSE","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","12,620,534.31","0.03","12,620,534.31","145,919.00","86.49","United States","NYSE","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","12,605,269.25","0.03","12,605,269.25","515,975.00","24.43","United States","NYSE","USD","1.00","USD","-"
"RDDT","REDDIT INC CLASS A","Communication","Equity","12,539,744.00","0.03","12,539,744.00","92,204.00","136.00","United States","NYSE","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","12,412,475.30","0.03","12,412,475.30","40,918.00","303.35","United States","NASDAQ","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","12,408,705.60","0.03","12,408,705.60","106,604.00","116.40","United States","NASDAQ","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","12,366,518.40","0.03","12,366,518.40","251,352.00","49.20","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","12,319,640.00","0.03","12,319,640.00","327,650.00","37.60","United States","NYSE","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","12,223,404.93","0.03","12,223,404.93","6,411.00","1,906.63","United States","NASDAQ","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","12,216,859.74","0.03","12,216,859.74","94,397.00","129.42","United States","NYSE","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","12,182,167.35","0.03","12,182,167.35","85,399.00","142.65","United States","NASDAQ","USD","1.00","USD","-"
"RVMD","REVOLUTION MEDICINES INC","Health Care","Equity","12,174,711.36","0.03","12,174,711.36","122,828.00","99.12","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","12,143,952.13","0.03","12,143,952.13","345,883.00","35.11","United States","NYSE","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","12,103,138.52","0.03","12,103,138.52","204,514.00","59.18","United States","NYSE","USD","1.00","USD","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","12,044,838.75","0.03","12,044,838.75","270,975.00","44.45","Canada","NYSE","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","12,041,879.04","0.03","12,041,879.04","174,217.00","69.12","United States","NYSE","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","12,042,524.81","0.03","12,042,524.81","21,971.00","548.11","United States","NYSE","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","12,005,336.20","0.03","12,005,336.20","220,930.00","54.34","United States","NYSE","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","12,002,842.00","0.03","12,002,842.00","101,719.00","118.00","United States","NASDAQ","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","11,952,624.35","0.03","11,952,624.35","157,999.00","75.65","United States","NASDAQ","USD","1.00","USD","-"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","11,947,963.32","0.03","11,947,963.32","112,314.00","106.38","United States","NYSE","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","11,885,167.73","0.03","11,885,167.73","55,303.00","214.91","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","11,842,778.00","0.03","11,842,778.00","296,440.00","39.95","United States","NASDAQ","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","11,632,293.06","0.03","11,632,293.06","61,818.00","188.17","United States","NYSE","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","11,633,924.40","0.03","11,633,924.40","60,217.00","193.20","United States","NYSE","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","11,615,777.68","0.03","11,615,777.68","74,594.00","155.72","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","11,607,013.59","0.03","11,607,013.59","193,547.00","59.97","United States","NYSE","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","11,513,623.56","0.03","11,513,623.56","213,492.00","53.93","United States","NYSE","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","11,416,325.92","0.03","11,416,325.92","37,384.00","305.38","United States","NYSE","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","11,374,138.23","0.03","11,374,138.23","93,223.00","122.01","United States","NASDAQ","USD","1.00","USD","-"
"MKSI","MKS","Information Technology","Equity","11,347,218.96","0.03","11,347,218.96","48,356.00","234.66","United States","NASDAQ","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","11,261,294.00","0.03","11,261,294.00","87,128.00","129.25","United States","NYSE","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Information Technology","Equity","11,243,708.90","0.03","11,243,708.90","47,183.00","238.30","United States","NASDAQ","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","11,216,776.00","0.03","11,216,776.00","53,150.00","211.04","United States","NYSE","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","11,219,837.08","0.03","11,219,837.08","45,362.00","247.34","United States","NYSE","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","11,183,639.04","0.03","11,183,639.04","832,116.00","13.44","United States","NASDAQ","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","11,022,857.65","0.03","11,022,857.65","431,423.00","25.55","United States","NYSE","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","10,996,652.55","0.03","10,996,652.55","124,891.00","88.05","United States","NYSE","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","10,992,060.64","0.03","10,992,060.64","168,797.00","65.12","United States","NASDAQ","USD","1.00","USD","-"
"APG","API GROUP CORP","Industrials","Equity","10,981,430.28","0.03","10,981,430.28","261,276.00","42.03","United States","NYSE","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","10,974,078.78","0.03","10,974,078.78","27,669.00","396.62","United States","NYSE","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","10,970,035.65","0.03","10,970,035.65","171,273.00","64.05","United States","NYSE","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","10,898,163.50","0.03","10,898,163.50","155,134.00","70.25","United States","NYSE","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","10,882,395.13","0.03","10,882,395.13","113,441.00","95.93","United States","NASDAQ","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","10,785,685.00","0.03","10,785,685.00","84,250.00","128.02","United States","NYSE","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","10,766,911.21","0.03","10,766,911.21","503,833.00","21.37","United States","NYSE","USD","1.00","USD","-"
"PR","PERMIAN RESOURCES CORP CLASS A","Energy","Equity","10,730,656.38","0.02","10,730,656.38","506,641.00","21.18","United States","NYSE","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","10,606,202.60","0.02","10,606,202.60","469,301.00","22.60","United States","NYSE","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","10,590,426.00","0.02","10,590,426.00","35,658.00","297.00","United States","NYSE","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","10,579,106.70","0.02","10,579,106.70","59,490.00","177.83","Peru","NYSE","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","10,573,115.77","0.02","10,573,115.77","160,223.00","65.99","United States","NYSE","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","10,558,842.21","0.02","10,558,842.21","96,879.00","108.99","United States","NASDAQ","USD","1.00","USD","-"
"TLN","TALEN ENERGY CORP","Utilities","Equity","10,537,265.86","0.02","10,537,265.86","32,167.00","327.58","United States","NASDAQ","USD","1.00","USD","-"
